,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
15488,EZYV3971,Asia,1,Y,N,3691,1854,Northeast,155524.27,4,Y,1
15489,EZYV22108,North America,1,Y,N,1550,2000,West,81140.77,4,N,1
15490,EZYV22821,Asia,2,Y,N,370,1817,South,145446.44,4,Y,1
15491,EZYV12852,Asia,1,N,Y,2082,2007,West,166060.75,4,Y,1
15492,EZYV13194,Asia,1,N,N,544,1830,West,36518.31,4,Y,0
15493,EZYV2776,Asia,2,Y,N,5100,2005,South,19200.3,4,Y,1
15494,EZYV4146,Africa,2,Y,N,785,1976,Northeast,15568.17,4,Y,1
15495,EZYV23224,Asia,1,Y,N,2220,1973,Northeast,90308.4,4,Y,1
15496,EZYV19002,Asia,1,Y,N,328,1913,Midwest,583.3376,1,Y,0
15497,EZYV2412,Asia,3,N,N,270,2012,Midwest,18408.1,4,Y,1
15498,EZYV17479,Asia,1,N,N,53,2006,South,46365.05,4,Y,1
15499,EZYV15458,North America,1,N,N,2153,1980,South,73.582,1,Y,0
15500,EZYV1547,Asia,1,Y,N,2034,2010,West,96683.52,4,Y,1
15501,EZYV6954,Oceania,1,N,N,2703,1984,Northeast,49829.96,4,Y,0
15502,EZYV3136,Asia,1,Y,N,713,1867,West,157933.61,4,Y,1
15503,EZYV20241,Europe,2,Y,N,138797,1996,West,58347.18,4,Y,1
15504,EZYV13233,Europe,1,N,Y,131,1992,South,44177.75,4,Y,1
15505,EZYV15628,Asia,3,N,N,3990,2000,West,682.8026,1,Y,0
15506,EZYV24489,Europe,1,N,N,994,2005,West,79652.4,4,Y,1
15507,EZYV14716,North America,3,N,N,590,2009,Northeast,65588.4,4,N,0
15508,EZYV3806,Asia,1,N,N,1483,1996,South,65381.12,4,Y,0
15509,EZYV23828,Asia,1,Y,N,1681,1998,West,60282.62,4,Y,1
15510,EZYV23851,Asia,1,Y,N,445,2006,South,60473.56,4,Y,0
15511,EZYV15161,Africa,2,N,N,302,2004,Northeast,74645.92,4,Y,1
15512,EZYV6775,Africa,2,Y,N,1942,1838,Northeast,85195.29,4,Y,1
15513,EZYV19679,Asia,2,N,N,1053,2012,Midwest,101388.87,4,Y,1
15514,EZYV14063,Asia,1,Y,N,2373,2007,West,69150.51,4,Y,0
15515,EZYV16849,Europe,1,Y,N,2344,1942,West,28740.68,4,Y,1
15516,EZYV17642,Asia,1,Y,N,1189,1999,Northeast,19897.93,4,Y,1
15517,EZYV10021,Europe,4,Y,N,2127,1972,West,11059.35,4,Y,1
15518,EZYV18644,Asia,3,Y,N,692,2002,Midwest,99569.89,4,Y,1
15519,EZYV3328,Asia,1,Y,N,122,2004,South,82379.06,2,Y,1
15520,EZYV7383,Asia,1,Y,N,3157,1962,West,72036.8,4,Y,1
15521,EZYV1263,South America,2,N,N,1492,2004,West,88794.71,4,Y,0
15522,EZYV17360,Asia,2,Y,Y,4609,1988,South,100641.02,4,Y,1
15523,EZYV21621,Europe,2,Y,N,2599,2005,Northeast,146894.68,4,Y,1
15524,EZYV13118,Asia,2,N,N,3497,1995,South,22848.67,4,Y,1
15525,EZYV13456,Europe,2,N,Y,30881,1999,Midwest,90472.36,4,Y,0
15526,EZYV6583,Asia,3,N,N,2501,2015,West,59601.0,4,Y,0
15527,EZYV18772,Asia,2,N,N,476,1985,Northeast,399.2752,1,Y,0
15528,EZYV5022,Asia,2,Y,N,275,2002,Midwest,57703.59,4,Y,1
15529,EZYV12584,Europe,4,Y,N,614,1866,West,10536.04,4,Y,1
15530,EZYV14996,Asia,2,N,Y,12795,1984,Northeast,80769.63,4,Y,1
15531,EZYV11414,Asia,1,Y,N,2458,2010,South,22812.27,4,Y,1
15532,EZYV20267,Asia,2,Y,N,1751,1992,Midwest,35090.87,4,N,0
15533,EZYV9803,Asia,2,N,N,2181,2009,South,92841.75,4,N,1
15534,EZYV20260,Asia,3,Y,N,1822,1993,Midwest,137632.63,4,Y,1
15535,EZYV19174,Asia,2,N,N,1191,1951,South,92834.61,4,Y,1
15536,EZYV18242,North America,3,N,N,452,1978,West,61855.7,4,Y,0
15537,EZYV19405,North America,2,N,N,5083,2004,Midwest,69795.02,4,Y,0
15538,EZYV4109,Asia,2,Y,N,358,1925,Northeast,18321.84,4,Y,1
15539,EZYV5214,Europe,4,N,N,291,1997,West,34848.43,4,Y,1
15540,EZYV3256,Asia,1,Y,N,4106,2010,Northeast,98699.15,4,Y,1
15541,EZYV7324,South America,1,Y,N,1328,1946,South,122051.04,4,Y,1
15542,EZYV2691,Europe,2,Y,Y,2440,1995,Northeast,5088.81,4,Y,1
15543,EZYV14502,Asia,2,Y,N,3263,1986,South,43920.86,4,Y,1
15544,EZYV4628,South America,3,Y,N,1548,2006,South,54803.17,4,Y,1
15545,EZYV22059,Asia,2,Y,N,159,1995,Northeast,101076.71,4,N,1
15546,EZYV1320,Asia,1,N,N,2144,1850,Midwest,189888.19,4,Y,1
15547,EZYV16591,Asia,1,N,N,2771,2007,South,153921.92,4,Y,1
15548,EZYV5163,Asia,1,Y,N,500,2016,Northeast,12476.4,4,Y,1
15549,EZYV7227,Asia,1,Y,N,3129,1920,Midwest,80838.18,4,Y,1
15550,EZYV21241,Asia,1,N,N,873,1998,Northeast,90518.9,4,Y,1
15551,EZYV12193,Asia,2,Y,N,4355,2011,South,865.45,1,Y,1
15552,EZYV17520,Asia,2,Y,N,2326,2005,Midwest,43662.44,4,Y,1
15553,EZYV4530,Asia,3,Y,N,4820,2003,West,81713.84,4,Y,0
15554,EZYV11668,Asia,2,N,N,3899,1995,South,108398.51,4,N,1
15555,EZYV19890,Europe,3,N,N,26600,1998,Northeast,85686.7,4,Y,1
15556,EZYV12381,Asia,1,N,N,1599,2005,Northeast,89216.66,4,N,0
15557,EZYV9942,Asia,2,N,N,3052,2009,South,37840.44,4,N,1
15558,EZYV21096,Africa,1,N,N,439,2001,Northeast,125579.78,4,Y,0
15559,EZYV18063,Asia,3,N,N,1349,2003,Northeast,39.225,1,Y,1
15560,EZYV6337,Asia,1,Y,N,1801,1866,West,128044.08,4,Y,1
15561,EZYV6983,Asia,4,N,Y,2498,2003,Northeast,115047.07,4,Y,1
15562,EZYV10067,Europe,1,Y,N,1333,2000,South,117503.91,4,Y,1
15563,EZYV918,Europe,2,Y,N,34069,2010,West,64445.98,4,Y,1
15564,EZYV18890,Asia,3,N,N,269,2004,Northeast,20373.58,4,Y,1
15565,EZYV13289,North America,2,Y,N,3487,1910,Northeast,435.7708,1,Y,1
15566,EZYV19289,Asia,3,Y,N,528,1999,Midwest,62628.67,4,Y,1
15567,EZYV571,Asia,1,Y,N,1268,2001,South,7439.91,4,Y,1
15568,EZYV17833,Europe,4,Y,N,111687,2009,West,36956.36,4,Y,1
15569,EZYV3415,Asia,2,Y,N,5841,2011,Northeast,103586.62,4,Y,1
15570,EZYV22932,Asia,2,N,N,2831,1945,Midwest,151394.28,4,Y,0
15571,EZYV14807,Europe,4,Y,N,589,2009,Midwest,87917.4,4,Y,1
15572,EZYV7032,Asia,4,N,N,1276,2006,Northeast,85739.85,4,Y,1
15573,EZYV6838,Asia,2,Y,N,4504,1997,Northeast,106592.06,4,N,1
15574,EZYV13879,Asia,1,Y,N,2802,1975,West,92578.66,4,Y,1
15575,EZYV19611,North America,2,Y,N,605,2007,South,71424.74,4,Y,1
15576,EZYV19346,Asia,2,Y,N,688,2005,Northeast,43522.78,4,Y,1
15577,EZYV14027,North America,3,Y,N,123,1932,Northeast,164270.0,4,Y,0
15578,EZYV14233,Asia,1,N,N,3846,2000,South,83062.23,4,Y,1
15579,EZYV19924,North America,2,Y,Y,2477,1819,Northeast,108534.01,4,Y,1
15580,EZYV2218,Asia,3,N,N,3533,2011,Midwest,55114.0,4,Y,1
15581,EZYV24155,Asia,1,N,N,4703,2002,South,111497.36,4,Y,0
15582,EZYV21717,Asia,3,Y,N,2176,1988,South,114182.49,4,Y,0
15583,EZYV2828,Asia,2,N,N,1303,1971,South,84364.32,4,Y,0
15584,EZYV22008,Asia,2,N,N,3331,2005,Midwest,116310.52,4,Y,1
15585,EZYV4997,North America,2,N,N,734,1887,Island,147139.42,4,Y,1
15586,EZYV17723,Asia,1,N,N,520,1999,Northeast,771.6902,1,Y,0
15587,EZYV3263,Asia,1,N,N,2114,2012,South,29090.92,4,Y,0
15588,EZYV21706,Asia,3,N,N,3023,2006,Midwest,162966.65,4,Y,1
15589,EZYV6839,Asia,1,Y,N,3384,2001,South,113137.69,4,Y,1
15590,EZYV23705,Asia,1,Y,N,1034,1993,West,12889.14,4,Y,0
15591,EZYV5742,Asia,2,N,N,2064,1998,Midwest,129748.81,4,Y,1
15592,EZYV651,Asia,3,Y,N,2377,2006,South,48191.18,4,Y,1
15593,EZYV11095,Asia,2,N,N,1626,1982,Northeast,65059.64,4,Y,1
15594,EZYV18643,Asia,1,Y,N,4050,1994,Midwest,770.0452,1,Y,0
15595,EZYV15408,Asia,2,Y,N,283,1977,South,66193.98,4,Y,1
15596,EZYV5396,North America,2,Y,N,3964,2000,South,80979.61,4,N,1
15597,EZYV7083,Asia,2,N,N,586,2000,Midwest,32740.43,4,Y,1
15598,EZYV22540,Asia,1,N,N,1217,1991,South,77518.3,4,Y,1
15599,EZYV3522,Asia,1,N,N,2395,1989,Northeast,43296.15,4,Y,0
15600,EZYV10923,Asia,1,Y,N,896,1994,Northeast,66628.36,4,Y,1
15601,EZYV22159,North America,2,Y,N,2774,1989,South,143100.63,4,N,0
15602,EZYV4479,Asia,2,Y,N,5991,1976,South,104330.04,4,Y,1
15603,EZYV5661,Asia,4,N,N,2537,2010,West,41186.77,4,Y,1
15604,EZYV9789,Asia,1,N,N,70,1915,Midwest,78433.62,4,Y,1
15605,EZYV68,Europe,4,Y,N,2070,1847,West,5319.49,4,Y,1
15606,EZYV10777,North America,3,N,N,1046,1999,West,660.5249,1,Y,0
15607,EZYV13520,Asia,3,Y,N,388,1900,South,148376.03,4,Y,0
15608,EZYV20836,North America,1,Y,Y,383,2004,South,48767.67,4,Y,1
15609,EZYV17643,Asia,2,N,N,962,1996,Midwest,43222.66,4,Y,1
15610,EZYV3840,North America,2,Y,N,4887,1976,Northeast,117440.97,2,Y,1
15611,EZYV15716,Asia,3,N,N,813,2001,West,57914.98,4,Y,0
15612,EZYV17376,Asia,3,Y,N,2237,2006,South,66076.39,4,Y,0
15613,EZYV19889,Europe,2,Y,N,3543,1984,West,96341.87,4,Y,1
15614,EZYV8306,Europe,1,N,N,13242,1987,West,14570.17,4,Y,1
15615,EZYV920,Asia,2,N,N,1871,1983,Midwest,62729.69,4,N,1
15616,EZYV10702,Europe,2,Y,N,2881,1929,Northeast,91737.77,4,N,1
15617,EZYV166,Asia,2,Y,N,4190,2006,South,123437.12,4,N,1
15618,EZYV22737,Asia,1,N,N,3747,1994,West,56315.5,4,Y,1
15619,EZYV24566,Asia,1,Y,N,2054,1977,West,81032.38,4,Y,1
15620,EZYV6645,Asia,3,N,N,421,1996,Midwest,95882.21,4,Y,0
15621,EZYV14335,North America,1,Y,N,3934,1994,Northeast,617.4688,1,Y,0
15622,EZYV16286,Asia,1,Y,N,1790,2007,South,28714.71,4,Y,1
15623,EZYV14283,Asia,1,N,N,2921,2012,South,144701.56,4,Y,1
15624,EZYV4595,Europe,4,Y,N,20787,2010,Northeast,94854.46,4,Y,1
15625,EZYV19349,Asia,1,Y,N,3240,1998,Northeast,51609.55,4,Y,0
15626,EZYV10699,Asia,3,N,N,2935,1836,Midwest,112680.21,4,Y,0
15627,EZYV13300,Asia,2,Y,N,235,1998,Midwest,105717.97,4,Y,1
15628,EZYV2851,Asia,3,Y,N,8948,1948,Midwest,77330.43,4,Y,0
15629,EZYV19213,Asia,1,Y,N,414,2013,South,69789.98,4,Y,1
15630,EZYV12639,Asia,3,Y,N,1890,1998,West,91748.62,4,Y,0
15631,EZYV25366,Asia,2,N,N,2276,2010,South,125939.31,4,Y,0
15632,EZYV4461,Asia,2,N,N,1284,1974,Midwest,104040.79,4,N,0
15633,EZYV22072,North America,2,Y,N,354,2016,Northeast,76737.2,4,Y,1
15634,EZYV14909,Asia,1,N,N,3327,1878,Midwest,125661.75,4,Y,1
15635,EZYV6624,Asia,1,N,N,1009,1838,West,889.7335,1,Y,0
15636,EZYV9307,Asia,2,N,N,442,1985,Midwest,121496.2,4,N,1
15637,EZYV23476,Asia,3,Y,Y,1502,1960,West,144170.59,4,Y,0
15638,EZYV8491,Asia,1,N,Y,846,2007,West,101656.64,4,Y,1
15639,EZYV9868,Asia,1,Y,N,2449,1897,Midwest,113247.75,4,N,1
15640,EZYV2736,Asia,2,N,Y,1441,1999,Northeast,31158.69,4,Y,0
15641,EZYV5670,Asia,2,N,N,1475,2009,Midwest,124830.48,4,Y,1
15642,EZYV12032,Europe,1,Y,Y,2491,2001,West,67928.05,4,Y,1
15643,EZYV24199,Asia,1,Y,N,5210,2006,Midwest,79276.43,4,Y,1
15644,EZYV2379,North America,2,Y,N,914,1858,South,60759.63,4,Y,1
15645,EZYV15624,South America,4,Y,N,2265,2013,Northeast,118488.85,4,Y,0
15646,EZYV4173,Europe,1,Y,N,2713,1997,West,56700.74,4,Y,1
15647,EZYV12392,Asia,2,N,N,296,2003,Northeast,161303.75,4,N,1
15648,EZYV12743,Asia,2,Y,N,4765,1938,Midwest,105605.28,4,Y,1
15649,EZYV16104,Europe,2,Y,N,527,2000,West,40150.6,4,Y,1
15650,EZYV20846,Asia,2,N,N,515,2002,Northeast,85699.54,4,Y,0
15651,EZYV14011,Europe,4,Y,Y,2670,1991,West,138974.94,4,Y,1
15652,EZYV366,Asia,4,Y,N,70113,1897,Northeast,67492.78,2,Y,1
15653,EZYV2104,Europe,1,Y,Y,1975,1988,Northeast,58725.23,4,Y,1
15654,EZYV20144,Asia,1,Y,N,205,2000,Midwest,98848.46,4,Y,1
15655,EZYV690,Asia,2,Y,N,107,2005,Northeast,92835.68,4,Y,1
15656,EZYV18222,Asia,2,Y,N,1259,1920,Northeast,127581.78,4,Y,1
15657,EZYV22892,Asia,1,Y,N,4940,2008,Northeast,37015.54,4,Y,1
15658,EZYV19260,Asia,1,Y,N,2599,1980,Island,137099.65,4,Y,1
15659,EZYV9733,Africa,2,Y,N,3744,1999,Northeast,96696.54,4,Y,1
15660,EZYV5711,Europe,4,Y,N,8804,1920,South,35576.92,4,Y,1
15661,EZYV16035,Asia,2,Y,N,1953,1998,West,901.1,4,Y,1
15662,EZYV15229,Asia,2,Y,N,14544,1985,South,53314.5,3,Y,1
15663,EZYV1094,Europe,1,Y,N,3434,2012,West,60799.95,4,Y,1
15664,EZYV18966,Asia,3,Y,Y,1817,1833,South,543.8803,1,Y,1
15665,EZYV6719,Europe,2,N,N,32,1968,South,51088.69,4,Y,0
15666,EZYV25281,North America,1,N,N,3932,1995,South,118862.75,4,Y,1
15667,EZYV15900,North America,2,Y,N,98046,2011,Northeast,213660.93,4,Y,1
15668,EZYV16545,Asia,1,Y,N,75258,2006,West,68375.5,4,Y,1
15669,EZYV204,Asia,2,N,N,4757,1981,Midwest,167376.13,4,Y,1
15670,EZYV20325,Asia,1,Y,N,2646,1838,Northeast,496.3899,1,Y,1
15671,EZYV22814,Asia,3,Y,N,440,1999,South,59935.94,4,Y,1
15672,EZYV24130,Oceania,2,Y,N,3182,2002,South,140541.17,4,N,1
15673,EZYV4934,Asia,1,Y,N,14832,2001,Northeast,50167.55,4,Y,0
15674,EZYV10007,North America,2,N,N,2816,1974,Northeast,9.5331,1,Y,0
15675,EZYV25434,Asia,2,Y,N,5900,2006,West,45841.95,4,Y,1
15676,EZYV1231,Europe,1,Y,Y,2499,1997,Northeast,54275.55,4,Y,1
15677,EZYV15797,Asia,1,Y,N,5215,1959,Northeast,224874.12,4,Y,1
15678,EZYV19431,Asia,1,Y,N,1500,2005,West,219056.42,4,Y,0
15679,EZYV7958,Asia,1,Y,N,4013,1949,South,107626.7,4,N,1
15680,EZYV19300,Asia,1,N,N,80835,1997,Northeast,720.7323,1,Y,0
15681,EZYV24312,Asia,1,Y,N,3667,1998,West,113396.72,4,Y,1
15682,EZYV22785,Asia,2,Y,Y,2143,2010,South,113289.14,4,Y,1
15683,EZYV21723,South America,2,N,N,1636,2003,South,205.2109,1,Y,1
15684,EZYV4252,Asia,1,Y,N,3739,2007,Northeast,73841.92,4,N,1
15685,EZYV15021,Asia,2,N,Y,23653,2008,Northeast,155498.58,4,Y,1
15686,EZYV13441,Europe,2,N,N,368,2005,South,31892.01,4,Y,1
15687,EZYV12227,Oceania,3,Y,Y,4552,2008,West,146780.61,4,Y,0
15688,EZYV19110,Asia,2,Y,N,3180,2008,Midwest,130559.63,4,Y,1
15689,EZYV20675,Asia,3,N,N,2678,1997,South,94543.97,4,Y,1
15690,EZYV4335,Asia,1,N,Y,722,1998,Northeast,90866.45,4,Y,0
15691,EZYV10745,Asia,3,Y,N,5630,2004,Island,74317.59,4,Y,0
15692,EZYV24862,Asia,3,Y,N,2489,1933,Midwest,98342.8,4,Y,1
15693,EZYV16768,Europe,2,Y,N,4073,1969,West,77618.22,4,Y,0
15694,EZYV13681,Asia,4,Y,N,2121,1984,South,771.5064,1,Y,1
15695,EZYV7486,Asia,2,N,N,3451,2011,Midwest,128852.61,4,Y,1
15696,EZYV12946,Asia,4,Y,Y,2231,2004,Midwest,49671.02,4,Y,1
15697,EZYV4887,Asia,1,N,N,1036,2011,South,75077.1,4,Y,0
15698,EZYV858,Asia,1,Y,N,4655,1998,South,18502.5,4,Y,1
15699,EZYV16755,Europe,2,Y,N,1656,2005,West,49498.33,4,Y,1
15700,EZYV6540,Asia,1,Y,N,3011,2003,South,904.6097,1,Y,0
15701,EZYV18946,Asia,1,Y,N,4106,2003,Midwest,72082.38,4,Y,0
15702,EZYV20186,Asia,1,Y,N,1276,1984,West,86755.56,4,N,1
15703,EZYV25445,South America,2,Y,N,1081,1838,Northeast,156.607,1,Y,1
15704,EZYV12683,Asia,1,N,N,1923,1998,Midwest,58711.52,4,Y,0
15705,EZYV10540,Asia,1,N,N,652,2005,Midwest,95868.76,4,N,1
15706,EZYV8842,Asia,1,Y,N,2026,2008,West,111350.37,4,Y,1
15707,EZYV6860,Asia,3,Y,N,1932,2008,South,153.4356,1,Y,0
15708,EZYV10974,Asia,1,N,N,2848,1935,Northeast,126381.75,4,Y,1
15709,EZYV21093,Asia,1,N,N,199,1998,South,47966.47,4,Y,0
15710,EZYV10626,Asia,2,Y,N,1736,2006,West,89848.23,4,Y,1
15711,EZYV955,Asia,1,N,Y,1913,2013,South,74635.08,4,Y,1
15712,EZYV7405,Europe,4,Y,N,5248,1998,West,54889.53,4,Y,1
15713,EZYV5945,Asia,1,N,N,3486,1838,Northeast,112532.24,4,Y,1
15714,EZYV17000,Asia,1,Y,N,2696,1980,West,130491.58,4,Y,1
15715,EZYV18960,Asia,4,N,Y,1785,2002,South,126431.51,4,Y,1
15716,EZYV54,Asia,3,Y,N,2438,1976,Midwest,35018.04,4,Y,1
15717,EZYV6411,Asia,3,Y,N,4242,1991,South,113108.16,4,Y,0
15718,EZYV19725,Asia,1,N,N,2953,2003,Northeast,83494.59,4,Y,1
15719,EZYV3517,Asia,1,Y,N,4069,1984,South,61313.77,4,Y,1
15720,EZYV19276,North America,1,Y,N,3976,2004,Northeast,108004.67,4,Y,0
15721,EZYV20030,Asia,2,Y,N,1349,1886,South,42728.42,4,Y,1
15722,EZYV11749,Asia,3,Y,N,4146,2007,Northeast,125089.36,4,N,0
15723,EZYV490,North America,2,Y,N,1267,2010,West,33630.82,4,Y,1
15724,EZYV13146,North America,1,Y,N,2703,2007,West,84088.75,4,Y,1
15725,EZYV15936,Asia,1,Y,N,1658,2007,West,110699.34,4,Y,1
15726,EZYV18197,Asia,2,N,N,1947,2006,Midwest,86157.92,4,Y,1
15727,EZYV24775,South America,1,Y,N,30916,1944,Northeast,20672.45,4,Y,1
15728,EZYV17375,Asia,1,N,N,2594,2003,West,83919.41,4,Y,1
15729,EZYV25037,Europe,1,Y,N,1045,2009,Northeast,236625.64,4,Y,1
15730,EZYV23678,Asia,2,N,N,2502,2007,Midwest,91954.51,4,N,1
15731,EZYV11706,Asia,1,N,N,3719,2004,South,18960.72,4,Y,0
15732,EZYV2973,Asia,2,N,N,1939,2008,South,116905.09,4,Y,0
15733,EZYV23534,Asia,3,Y,N,760,1994,Midwest,95911.56,4,Y,1
15734,EZYV2943,Europe,1,Y,N,5563,1926,South,68312.2,4,Y,1
15735,EZYV3164,Europe,4,N,N,4704,2012,Northeast,19351.87,4,Y,1
15736,EZYV2619,Asia,2,N,N,4950,2013,Northeast,124.1585,1,Y,0
15737,EZYV19997,Asia,2,N,N,2611,1934,Northeast,67532.5,2,Y,1
15738,EZYV8236,Asia,2,Y,N,106,1999,Northeast,221.1209,1,Y,1
15739,EZYV11619,Asia,2,Y,N,153,1981,Midwest,144342.21,4,Y,1
15740,EZYV20177,Asia,3,Y,N,2727,2008,South,56850.48,4,Y,0
15741,EZYV11764,Asia,2,Y,N,1457,1968,Midwest,124298.43,4,Y,1
15742,EZYV11578,Asia,1,N,N,359,2003,Northeast,54189.62,4,Y,1
15743,EZYV2855,Asia,2,Y,N,3202,2005,Midwest,91881.06,4,Y,1
15744,EZYV3440,Asia,2,Y,N,3509,2002,Northeast,141441.04,4,Y,1
15745,EZYV1893,North America,2,Y,N,443,1954,Northeast,398.5782,1,Y,1
15746,EZYV24637,Asia,2,N,Y,1744,1980,South,84812.35,4,Y,1
15747,EZYV15769,South America,1,Y,N,2911,1952,West,130.0671,1,Y,0
15748,EZYV13007,Asia,3,N,N,3538,2011,South,74187.59,4,Y,0
15749,EZYV11768,Europe,4,Y,N,3412,2010,South,14609.59,4,Y,1
15750,EZYV17890,North America,2,Y,Y,291,2006,West,43139.46,4,Y,1
15751,EZYV671,Asia,1,N,N,1574,2012,South,3080.38,4,Y,1
15752,EZYV24768,Europe,2,N,Y,477,1973,West,83246.84,4,Y,1
15753,EZYV15241,Asia,1,Y,N,1896,1897,South,41444.76,4,Y,1
15754,EZYV14897,Europe,1,N,Y,1629,1855,Northeast,131630.7,4,Y,1
15755,EZYV9472,Asia,1,Y,N,2540,2002,Northeast,784.9041,1,Y,0
15756,EZYV22269,Asia,3,Y,N,3020,2001,South,179317.92,4,Y,1
15757,EZYV898,Asia,1,Y,N,802,2006,South,91167.64,4,Y,1
15758,EZYV3307,Asia,2,Y,Y,18142,2009,Northeast,72483.62,4,Y,1
15759,EZYV8027,Europe,1,N,N,1248,1946,West,38231.02,4,Y,1
15760,EZYV10859,Europe,4,Y,N,2644,2004,West,41850.56,4,Y,1
15761,EZYV2891,Asia,1,Y,N,1535,2009,South,53892.1,4,Y,1
15762,EZYV14395,Asia,1,Y,N,3456,2005,Northeast,59999.96,4,Y,1
15763,EZYV21396,Europe,4,N,N,800,1994,Northeast,38352.28,4,Y,1
15764,EZYV8398,Asia,1,Y,N,651,2010,West,429.5424,1,Y,0
15765,EZYV14006,North America,1,Y,N,739,1897,South,114299.07,4,Y,0
15766,EZYV16387,Europe,3,Y,N,4445,1987,South,43385.65,4,Y,1
15767,EZYV14163,Asia,1,Y,N,1140,1853,Northeast,79540.26,4,Y,1
15768,EZYV11997,North America,1,Y,N,497,1994,West,52177.2,4,Y,0
15769,EZYV635,Asia,2,N,N,834,1977,Northeast,3.3188,1,Y,0
15770,EZYV12509,Asia,2,Y,Y,1741,1998,South,48792.68,4,Y,0
15771,EZYV16916,Europe,2,N,N,1996,1925,Northeast,186566.61,4,Y,1
15772,EZYV23702,Europe,3,N,Y,1612,1986,West,17536.85,4,Y,1
15773,EZYV23745,Asia,2,Y,N,646,2010,West,73823.71,4,Y,0
15774,EZYV6477,North America,1,Y,N,294,1995,West,39729.33,4,Y,0
15775,EZYV15170,Asia,1,Y,N,3649,2011,West,92677.17,4,Y,1
15776,EZYV4178,Asia,3,Y,Y,2589,1976,Northeast,53783.2,4,Y,0
15777,EZYV23502,Asia,1,N,N,382,1978,Midwest,915.1075,1,Y,0
15778,EZYV25115,North America,1,Y,N,3077,2003,Northeast,110996.01,2,Y,1
15779,EZYV11065,North America,2,Y,N,4802,1943,South,144156.27,4,N,0
15780,EZYV19791,Asia,2,N,N,3430,2012,Northeast,109354.56,4,Y,1
15781,EZYV10532,Asia,2,N,N,3466,1998,Midwest,159783.24,4,Y,1
15782,EZYV5992,North America,4,N,N,14910,1963,West,664.6442,1,Y,1
15783,EZYV22480,Europe,1,N,N,2384,2000,South,109.34,1,Y,0
15784,EZYV18950,Africa,1,N,N,3440,1968,South,84153.68,4,Y,1
15785,EZYV2582,Europe,3,Y,N,1156,2008,South,30317.3,4,Y,1
15786,EZYV23320,Asia,1,Y,N,2767,1993,Northeast,37589.06,4,Y,1
15787,EZYV12000,North America,2,N,N,1852,1997,Northeast,120154.52,4,Y,0
15788,EZYV8386,Asia,3,N,N,1632,1888,Northeast,1600.01,4,Y,0
15789,EZYV18992,Asia,2,Y,N,795,1977,South,447.3704,1,Y,1
15790,EZYV10675,Asia,2,Y,N,7015,2012,Northeast,87975.29,4,Y,1
15791,EZYV9448,Asia,2,Y,N,1938,1985,South,262556.25,4,Y,1
15792,EZYV2105,Asia,4,N,N,385,2010,Northeast,4868.49,4,Y,0
15793,EZYV24600,Europe,2,N,N,2810,2007,Northeast,67732.08,4,N,1
15794,EZYV24551,Asia,2,Y,N,750,2005,Midwest,95660.05,4,Y,1
15795,EZYV3765,Asia,1,Y,N,644,2001,Midwest,108186.26,4,Y,1
15796,EZYV4235,Asia,1,N,N,93,2009,West,38270.49,4,Y,0
15797,EZYV4995,Asia,2,Y,Y,633,1996,South,110941.89,4,Y,1
15798,EZYV22101,Europe,1,N,N,1258,2010,West,11681.2,4,Y,1
15799,EZYV5058,North America,3,N,N,1577,1868,Midwest,148993.82,4,Y,1
15800,EZYV17043,North America,2,Y,N,5579,1987,West,28144.64,4,Y,1
15801,EZYV4435,North America,1,Y,Y,724,1980,West,16230.33,4,Y,1
15802,EZYV11677,Asia,1,Y,Y,1217,1938,South,209759.28,4,Y,1
15803,EZYV718,North America,2,Y,N,4794,1994,West,126746.79,4,Y,1
15804,EZYV3817,Asia,1,N,N,1814,2006,Northeast,128199.58,4,Y,0
15805,EZYV6774,Asia,1,N,N,194,2009,West,86628.06,4,Y,1
15806,EZYV11187,Asia,1,Y,N,3764,1911,West,61119.96,4,Y,1
15807,EZYV10739,Oceania,2,N,N,17838,1916,Midwest,21601.82,4,Y,1
15808,EZYV14672,Europe,4,N,N,2610,1883,Northeast,20044.97,4,Y,1
15809,EZYV9814,Asia,3,Y,N,191,1994,Northeast,58.5331,1,Y,0
15810,EZYV24767,Asia,2,Y,N,2256,2013,South,105821.36,4,Y,1
15811,EZYV20289,Asia,3,N,N,1086,1847,Midwest,78566.07,4,Y,0
15812,EZYV24067,Europe,2,Y,N,736,2004,Northeast,41309.02,4,Y,1
15813,EZYV9289,Asia,1,Y,N,1054,1927,South,91028.52,4,Y,0
15814,EZYV6812,South America,2,Y,N,3670,2004,South,16452.12,4,Y,1
15815,EZYV3894,Asia,2,Y,N,11743,1990,Northeast,34151.33,4,Y,1
15816,EZYV9360,Asia,2,Y,N,4131,2005,Midwest,133005.86,4,Y,1
15817,EZYV15130,Europe,4,Y,N,67,1993,South,66947.84,4,Y,1
15818,EZYV10656,Asia,3,Y,N,4425,1997,West,129941.81,4,Y,0
15819,EZYV3701,Europe,4,Y,N,3647,1997,Northeast,86937.71,4,Y,1
15820,EZYV7375,Asia,2,N,N,2398,1852,South,255626.72,4,N,1
15821,EZYV18173,Europe,4,N,N,4582,2013,West,36754.71,4,Y,1
